"test_id","source_row","test_category","question","expected_query_class","actual_query_class","query_class_status","expected_domains","actual_primary_domain","domain_pass","expected_intent","actual_intent","intent_pass","expected_entities","actual_entities","entity_pass","missing_entities","mismatched_entities","unexpected_entities","unexpected_validated_band_code","expected_research","actual_research","research_pass","expected_clarification","actual_clarification","clarification_pass","latency_ms","failure_class","overall_pass"
"115","121","diagnostics","Waarom komen sommige inspectieregels niet in de clean view terecht?","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","inspection","False","diagnostics_inspection_pipeline","inspection_lookup","False","diagnostics_domain=inspections","{}","False","diagnostics_domain","","","False","True","False","False","False","False","True","64,4","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH","False"
"116","122","diagnostics","Zoek mogelijke dubbele inspecties in de pipeline.","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","inspection","False","diagnostics_inspection_pipeline","inspection_lookup","False","diagnostics_domain=inspections","{}","False","diagnostics_domain","","","False","False","False","True","False","False","True","49,1","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH","False"
"117","123","diagnostics","Controleer of bandcodes verkeerd worden geïnterpreteerd.","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_inspection_pipeline","unknown","False","diagnostics_domain=inspections","{}","False","diagnostics_domain","","","False","False","False","True","False","True","False","4,6","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"118","124","diagnostics","Waarom wordt AL5 als bandcode gezien?","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_overview","unknown","False","diagnostics_domain=system","{""band_code"":""al5""}","False","diagnostics_domain","","band_code","True","False","False","True","False","True","False","4,8","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"119","125","diagnostics","Controleer waarom de research-agent OpenAI niet aanroept.","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_overview","unknown","False","diagnostics_domain=system","{}","False","diagnostics_domain","","","False","True","False","False","False","True","False","5,2","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"120","126","diagnostics","Analyseer de volledige route van vraag naar specialist en research.","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_cross_source","unknown","False","diagnostics_domain=system","{}","False","diagnostics_domain","","","False","True","False","False","False","True","False","41,4","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"121","128","research","Waarom slijt de schraper op A319 zo snel en hangt dit samen met bandloop?","BUSINESS","","NOT_AVAILABLE","[""inspection"",""technical""]","inspection","False","inspection_trend","inspection_lookup","False","band_code=A319","{""band_code"":""a319"",""lijn_code"":""a319""}","False","","","lijn_code","False","True","False","False","False","False","True","1104,2","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH","False"
"122","129","research","Onderzoek de historie van A319 en adviseer of we een ander type schraper moeten kiezen.","BUSINESS","","NOT_AVAILABLE","[""inspection"",""product""]","inspection","False","inspection_trend","inspection_trend","True","band_code=A319","{""band_code"":""a319""}","True","","","","False","True","True","True","False","False","True","31616,7","DOMAIN_MISMATCH","False"
"123","130","research","Vergelijk de slijtage van A319 met vergelijkbare installaties en geef mogelijke oorzaken.","BUSINESS","","NOT_AVAILABLE","[""inspection"",""technical""]","inspection","False","inspection_trend","inspection_trend","True","band_code=A319","{""band_code"":""a319""}","True","","","","False","True","False","False","False","False","True","705,4","DOMAIN_MISMATCH;RESEARCH_MISMATCH","False"
"124","131","research","Combineer meshoogtes, opmerkingen, vervangingen en bandconditie van A319.","BUSINESS","","NOT_AVAILABLE","[""inspection""]","inspection","True","inspection_trend","inspection_lookup","False","band_code=A319","{""band_code"":""a319""}","True","","","","False","True","False","False","False","False","True","1244,8","INTENT_MISMATCH;RESEARCH_MISMATCH","False"
"125","132","research","Waarom zijn de messen na vervanging opnieuw snel versleten?","BUSINESS","","NOT_AVAILABLE","[""inspection"",""technical""]","inspection","False","inspection_trend","inspection_lookup","False","-","{}","True","","","","False","True","False","False","True","False","False","65,1","DOMAIN_MISMATCH;INTENT_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"126","133","research","Onderzoek welke schraper het beste past op A319 op basis van historie en materiaal.","BUSINESS","","NOT_AVAILABLE","[""inspection"",""product"",""technical""]","inspection","False","product_selection","inspection_trend","False","band_code=A319","{""band_code"":""a319"",""lijn_code"":""a319""}","False","","","lijn_code","False","True","True","True","False","False","True","27603,2","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH","False"
"127","134","research","Vergelijk BB-U en BB-R met de actuele problemen op A319.","BUSINESS","","NOT_AVAILABLE","[""product"",""inspection""]","product","False","product_selection","product_selection","True","band_code=A319|family_codes=BB-U,BB-R","{""family_code"":""bb-u"",""band_code"":""a319"",""lijn_code"":""a319""}","False","family_codes","","family_code; lijn_code","False","True","False","False","False","False","True","969,5","DOMAIN_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH","False"
"128","135","research","Analyseer of nat materiaal samenhangt met de verhoogde slijtage op A319.","BUSINESS","","NOT_AVAILABLE","[""inspection"",""technical""]","inspection","False","inspection_trend","inspection_trend","True","band_code=A319","{""band_code"":""a319"",""lijn_code"":""a319""}","False","","","lijn_code","False","True","True","True","False","False","True","24613,1","DOMAIN_MISMATCH;ENTITY_MISMATCH","False"
"129","136","research","Onderzoek of de inspectiefrequentie op A319 voldoende is gezien de slijtagehistorie.","BUSINESS","","NOT_AVAILABLE","[""inspection""]","inspection","True","inspection_trend","inspection_trend","True","band_code=A319","{""band_code"":""a319"",""lijn_code"":""a319""}","False","","","lijn_code","False","True","False","False","False","False","True","338,9","ENTITY_MISMATCH;RESEARCH_MISMATCH","False"
"130","137","research","Geef een volledige onderhoudsanalyse van A319 inclusief forecast en risico.","BUSINESS","","NOT_AVAILABLE","[""inspection""]","inspection","True","maintenance_priority","maintenance_priority","True","band_code=A319","{""band_code"":""a319""}","True","","","","False","True","False","False","False","False","True","338,8","RESEARCH_MISMATCH","False"
"131","138","research","Vergelijk de actuele schraperconfiguratie met de historische vervangingen op A319.","BUSINESS","","NOT_AVAILABLE","[""inspection""]","inspection","True","inspection_trend","inspection_latest","False","band_code=A319","{""band_code"":""a319"",""lijn_code"":""a319""}","False","","","lijn_code","False","True","False","False","False","False","True","1089,7","INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH","False"
"132","139","research","Waarom heeft lijn GSL meer onderhoudsacties dan de andere lijnen?","BUSINESS","","NOT_AVAILABLE","[""inspection"",""technical""]","inspection","False","inspection_trend","maintenance_priority","False","lijn_code=GSL","{""lijn_code"":""gsl"",""scope_code"":""gsl"",""scope_type"":""area"",""area_code"":""gsl""}","False","","","scope_code; scope_type; area_code","False","True","False","False","False","False","True","1395,9","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH","False"
"133","140","research","Onderzoek of scheefloop, vervuiling en trommelproblemen samen de slijtage verklaren.","BUSINESS","","NOT_AVAILABLE","[""inspection"",""technical""]","inspection","False","inspection_trend","inspection_trend","True","-","{}","True","","","","False","True","False","False","True","False","False","63,2","DOMAIN_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"134","141","research","Analyseer BB-U versus BB-R voor nat, abrasief materiaal en hoge carryback.","BUSINESS","","NOT_AVAILABLE","[""product"",""technical""]","product","False","product_selection","product_lookup","False","family_codes=BB-U,BB-R","{""family_code"":""bb-u""}","False","family_codes","","family_code","False","True","True","True","False","False","True","33137,6","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH","False"
"135","142","research","Vergelijk CEMA, Dunlop en onze actuele technische context voor deze transportband.","BUSINESS","","NOT_AVAILABLE","[""technical""]","technical","True","technical_lookup","technical_lookup","True","-","{}","True","","","","False","True","False","False","True","False","False","428","RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"136","143","research","Onderzoek de engineeringrisico's van RFQ RFQ-2026-001 en vergelijk met eerdere RFQ's.","BUSINESS","","NOT_AVAILABLE","[""rfq"",""technical""]","","False","rfq_risk","unknown","False","rfq_id=RFQ-2026-001","{}","False","rfq_id","","","False","True","False","False","False","True","False","45,1","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"137","144","research","Controleer of de productinformatie uit SQL en RAG elkaar tegenspreekt voor BB-U.","BUSINESS","","NOT_AVAILABLE","[""diagnostics"",""product""]","diagnostics","False","diagnostics_cross_source","diagnostics_sql_deep_dive","False","family_code=BB-U","{""family_code"":""bb-u""}","True","","","","False","True","False","False","False","False","True","1098,5","DOMAIN_MISMATCH;INTENT_MISMATCH;RESEARCH_MISMATCH","False"
"138","145","research","Analyseer waarom de router productvragen soms als inspectievraag ziet.","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","inspection","False","diagnostics_overview","inspection_lookup","False","diagnostics_domain=system","{}","False","diagnostics_domain","","","False","True","True","True","False","False","True","37020,1","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH","False"
"139","146","research","Onderzoek waarom complexe vragen geen OpenAI-call veroorzaken.","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_overview","unknown","False","diagnostics_domain=system","{}","False","diagnostics_domain","","","False","True","False","False","False","True","False","50,8","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"140","147","research","Voer een uitgebreide analyse uit van routing, specialistresultaten, evidence en research voor A319.","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics"",""inspection""]","","False","diagnostics_cross_source","unknown","False","band_code=A319","{""band_code"":""a319""}","True","","","","False","True","False","False","False","True","False","4,6","DOMAIN_MISMATCH;INTENT_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"141","149","false_positive","Ik werk hier al 5 maanden aan.","CONVERSATIONAL","","NOT_AVAILABLE","[""none""]","","True","none","unknown","False","NO_band_code","{""band_code"":""al5""}","False","","","FORBIDDEN:band_code","True","False","False","True","False","True","False","4,6","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"142","150","false_positive","Dit platform bestaat nu ongeveer 5 maanden.","SYSTEM_META","","NOT_AVAILABLE","[""none""]","","True","system_meta","unknown","False","NO_band_code","{}","True","","","","False","False","False","True","False","True","False","4,6","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"143","151","false_positive","Ik heb vandaag 3 routes toegevoegd.","SYSTEM_META","","NOT_AVAILABLE","[""none""]","","True","system_meta","unknown","False","NO_band_code","{}","True","","","","False","False","False","True","False","True","False","4,3","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"144","152","false_positive","We zitten op versie v13.0.","SYSTEM_META","","NOT_AVAILABLE","[""none""]","","True","system_meta","unknown","False","NO_band_code","{}","True","","","","False","False","False","True","False","True","False","4,2","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"147","155","false_positive","Er zijn 263 routes geladen.","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_overview","unknown","False","NO_band_code","{}","True","","","","False","False","False","True","False","True","False","4","DOMAIN_MISMATCH;INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"150","158","false_positive","Hoe staat band MV1 ervoor?","BUSINESS","","NOT_AVAILABLE","[""inspection""]","inspection","True","inspection_lookup","inspection_lookup","True","band_code=MV1","{""band_code"":""mv1"",""scope_code"":""mv1"",""scope_type"":""installation"",""area_code"":""gsl"",""installation_code"":""mv1""}","False","","","scope_code; scope_type; area_code; installation_code","False","False","False","True","False","False","True","813,8","ENTITY_MISMATCH","False"
"151","159","false_positive","Hoe staat MV1 ervoor?","BUSINESS","","NOT_AVAILABLE","[""inspection""]","","False","inspection_lookup","unknown","False","scope_code=MV1|NO_band_code","{""scope_code"":""mv1"",""scope_type"":""installation"",""area_code"":""gsl"",""installation_code"":""mv1""}","False","","","scope_type; area_code; installation_code","False","False","False","True","False","True","False","4,2","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"154","162","false_positive","Geef de inspectie van AL5.","BUSINESS","","NOT_AVAILABLE","[""inspection""]","inspection","True","inspection_lookup","inspection_lookup","True","band_candidate=AL5","{""band_code"":""al5""}","False","band_candidate","","band_code","True","False","False","True","True","False","False","805,8","ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"155","163","false_positive","Toon onderhoud voor HOO6.","BUSINESS","","NOT_AVAILABLE","[""inspection""]","inspection","True","maintenance_priority","maintenance_priority","True","lijn_code=HOO6|NO_band_code","{""scope_code"":""hoo6"",""scope_type"":""installation"",""area_code"":""hoo6"",""installation_code"":""hoo6""}","False","lijn_code","","scope_code; scope_type; area_code; installation_code","False","False","False","True","False","False","True","1895,2","ENTITY_MISMATCH","False"
"157","165","false_positive","Wat heeft de hoogste prioriteit op A319?","BUSINESS","","NOT_AVAILABLE","[""inspection""]","","False","maintenance_priority","unknown","False","band_code=A319|NO_scraper_type=false","{""band_code"":""a319"",""lijn_code"":""a319""}","False","","","lijn_code","False","False","False","True","False","True","False","3,8","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"158","166","false_positive","Ik heb een IT probleem.","BUSINESS","","NOT_AVAILABLE","[""org""]","","False","org_lookup","unknown","False","NO_person_or_function=IT","{}","True","","","","False","False","False","True","False","True","False","3,7","DOMAIN_MISMATCH;INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"160","168","false_positive","Notitie gemaakt op 2026-08-25.","CONVERSATIONAL","","NOT_AVAILABLE","[""none""]","","True","none","unknown","False","NO_band_code","{}","True","","","","False","False","False","True","False","True","False","4,9","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"161","170","meta","Hoe werkt de orchestrator?","SYSTEM_META","","NOT_AVAILABLE","[""none""]","diagnostics","False","system_meta","diagnostics_overview","False","-","{}","True","","","","False","False","False","True","False","False","True","13,5","DOMAIN_MISMATCH;INTENT_MISMATCH","False"
"162","171","meta","Waarom heb je een orchestrator nodig?","SYSTEM_META","","NOT_AVAILABLE","[""none""]","diagnostics","False","system_meta","diagnostics_overview","False","-","{}","True","","","","False","False","False","True","False","False","True","12,2","DOMAIN_MISMATCH;INTENT_MISMATCH","False"
"163","172","meta","Welke specialisten kent het platform?","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_overview","unknown","False","diagnostics_domain=system","{}","False","diagnostics_domain","","","False","False","False","True","False","True","False","3,5","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"164","173","meta","Hoeveel routes heeft de backend?","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_overview","unknown","False","diagnostics_domain=system","{}","False","diagnostics_domain","","","False","False","False","True","False","True","False","4,8","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"165","174","meta","Welke GPT Actions zijn beschikbaar?","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_overview","unknown","False","diagnostics_domain=system","{}","False","diagnostics_domain","","","False","False","False","True","False","True","False","3,7","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"166","175","meta","Waarom wordt OpenAI niet gebruikt bij complexe vragen?","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_overview","unknown","False","diagnostics_domain=system","{}","False","diagnostics_domain","","","False","True","False","False","False","True","False","3,7","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"167","176","meta","Is de research-agent ingeschakeld?","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_overview","unknown","False","diagnostics_domain=system","{}","False","diagnostics_domain","","","False","False","False","True","False","True","False","4,4","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"168","177","meta","Welk OpenAI-model gebruikt research?","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_overview","unknown","False","diagnostics_domain=system","{}","False","diagnostics_domain","","","False","False","False","True","False","True","False","4,2","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"169","178","meta","Is de OpenAI-provider correct geconfigureerd?","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_overview","unknown","False","diagnostics_domain=system","{}","False","diagnostics_domain","","","False","False","False","True","False","True","False","5","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"170","179","meta","Wat betekent complexity score 6?","SYSTEM_META","","NOT_AVAILABLE","[""none""]","","True","system_meta","unknown","False","-","{}","True","","","","False","False","False","True","False","True","False","4,4","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"171","180","meta","Hoe wordt research_required bepaald?","SYSTEM_META","","NOT_AVAILABLE","[""none""]","","True","system_meta","unknown","False","-","{}","True","","","","False","False","False","True","False","True","False","4,4","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"172","181","meta","Waarom vraagt de router om clarification?","SYSTEM_META","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_overview","unknown","False","diagnostics_domain=system","{}","False","diagnostics_domain","","","False","False","False","True","False","True","False","4,5","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"173","182","meta","Hoe zou je de orchestrator technisch verbeteren?","SYSTEM_META","","NOT_AVAILABLE","[""none""]","diagnostics","False","system_meta","diagnostics_overview","False","-","{}","True","","","","False","True","False","False","False","False","True","10,8","DOMAIN_MISMATCH;INTENT_MISMATCH;RESEARCH_MISMATCH","False"
"174","183","meta","Is het verstandig een adminplatform te bouwen?","SYSTEM_META","","NOT_AVAILABLE","[""none""]","","True","system_meta","unknown","False","-","{}","True","","","","False","False","False","True","False","True","False","3,9","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"175","184","meta","Maak een golden regressietest voor de router.","SYSTEM_META","","NOT_AVAILABLE","[""none""]","","True","system_meta","unknown","False","-","{}","True","","","","False","False","False","True","False","True","False","4","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"176","185","conversation","Bedankt.","CONVERSATIONAL","","NOT_AVAILABLE","[""none""]","","True","none","unknown","False","-","{}","True","","","","False","False","False","True","False","True","False","4,7","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"177","186","conversation","Dat ziet er goed uit.","CONVERSATIONAL","","NOT_AVAILABLE","[""none""]","","True","none","unknown","False","-","{}","True","","","","False","False","False","True","False","True","False","4,6","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"178","187","conversation","Ik ga hier morgen mee verder.","CONVERSATIONAL","","NOT_AVAILABLE","[""none""]","","True","none","unknown","False","-","{}","True","","","","False","False","False","True","False","True","False","4,9","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"179","188","conversation","Dit is lastiger dan ik dacht.","CONVERSATIONAL","","NOT_AVAILABLE","[""none""]","","True","none","unknown","False","-","{}","True","","","","False","False","False","True","False","True","False","4,3","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"180","189","conversation","Ik ben benieuwd hoe dit verder groeit.","CONVERSATIONAL","","NOT_AVAILABLE","[""none""]","","True","none","unknown","False","-","{}","True","","","","False","False","False","True","False","True","False","4,6","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"181","191","clarification","Hoe staat de band ervoor?","BUSINESS","","NOT_AVAILABLE","[""inspection""]","","False","inspection_lookup","unknown","False","-","{}","True","","","","False","False","False","True","True","True","True","4,7","DOMAIN_MISMATCH;INTENT_MISMATCH","False"
"184","194","clarification","Wie is daarvoor verantwoordelijk?","BUSINESS","","NOT_AVAILABLE","[""org""]","","False","org_lookup","unknown","False","-","{}","True","","","","False","False","False","True","True","True","True","4,6","DOMAIN_MISMATCH;INTENT_MISMATCH","False"
"185","195","clarification","Vergelijk MV1 en MV2.","BUSINESS","","NOT_AVAILABLE","[""inspection""]","","False","inspection_lookup","unknown","False","comparison_scope=MV1,MV2","{""band_code"":""mv1"",""comparison_scope_codes"":""mv1,mv2""}","False","comparison_scope","","band_code; comparison_scope_codes","True","False","False","True","True","True","True","3,8","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH","False"
"187","197","clarification","Wat moet hier vervangen worden?","BUSINESS","","NOT_AVAILABLE","[""inspection""]","inspection","True","maintenance_priority","inspection_lookup","False","-","{}","True","","","","False","False","False","True","True","False","False","13,4","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"188","198","clarification","Welke schraper is het beste?","BUSINESS","","NOT_AVAILABLE","[""product""]","","False","product_selection","unknown","False","-","{}","True","","","","False","False","False","True","True","True","True","4,9","DOMAIN_MISMATCH;INTENT_MISMATCH","False"
"189","199","clarification","Bereken het vermogen.","BUSINESS","","NOT_AVAILABLE","[""technical""]","","False","technical_lookup","unknown","False","-","{}","True","","","","False","False","False","True","True","True","True","4,6","DOMAIN_MISMATCH;INTENT_MISMATCH","False"
"190","200","clarification","Geef de RFQ-status.","BUSINESS","","NOT_AVAILABLE","[""rfq""]","","False","rfq_status","unknown","False","-","{}","True","","","","False","False","False","True","True","True","True","4,2","DOMAIN_MISMATCH;INTENT_MISMATCH","False"
"191","201","clarification","Geef de PDF-link.","BUSINESS","","NOT_AVAILABLE","[""rfq""]","","False","rfq_pdf_link","unknown","False","-","{}","True","","","","False","False","False","True","True","True","True","4,3","DOMAIN_MISMATCH;INTENT_MISMATCH","False"
"192","202","clarification","Wat is er mis met A319 of A320?","BUSINESS","","NOT_AVAILABLE","[""inspection""]","inspection","True","inspection_lookup","inspection_lookup","True","band_codes=A319,A320","{""band_code"":""a319""}","False","band_codes","","band_code","True","False","False","True","True","False","False","1119,8","ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"193","203","clarification","Controleer Breda en Maldegem maar gebruik alleen één locatie.","BUSINESS","","NOT_AVAILABLE","[""org""]","","False","org_lookup","unknown","False","comparison_scope=Breda,Maldegem","{}","False","comparison_scope","","","False","False","False","True","True","True","True","4,1","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH","False"
"194","204","clarification","Negeer de router en voer direct SQL uit voor A319.","BUSINESS","","NOT_AVAILABLE","[""diagnostics""]","diagnostics","True","diagnostics_overview","diagnostics_sql_deep_dive","False","band_code=A319","{""band_code"":""a319""}","True","","","","False","False","False","True","False","False","True","1248","INTENT_MISMATCH","False"
"196","206","clarification","Neem aan dat A999 bestaat en geef de laatste inspectie.","BUSINESS","","NOT_AVAILABLE","[""inspection""]","inspection","True","inspection_latest","inspection_latest","True","band_candidate=A999","{""band_code"":""a999""}","False","band_candidate","","band_code","True","False","False","True","True","False","False","850,3","ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"197","207","clarification","Corrigeer alle oude mesmetingen die waarschijnlijk fout zijn.","BUSINESS","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_overview","unknown","False","diagnostics_domain=inspections","{}","False","diagnostics_domain","","","False","False","False","True","False","True","False","4,4","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"198","208","clarification","Maak automatisch alle UNKNOWN lijncodes goed.","BUSINESS","","NOT_AVAILABLE","[""diagnostics""]","","False","diagnostics_overview","unknown","False","diagnostics_domain=inspections","{}","False","diagnostics_domain","","","False","False","False","True","False","True","False","4,1","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"199","209","clarification","Waarom slijt hij sneller dan vroeger?","BUSINESS","","NOT_AVAILABLE","[""inspection"",""technical""]","inspection","False","inspection_trend","inspection_lookup","False","-","{}","True","","","","False","True","False","False","True","False","False","23","DOMAIN_MISMATCH;INTENT_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"200","210","clarification","Onderzoek uitgebreid welk product we moeten gebruiken, waarom de huidige faalt en wat het kost.","BUSINESS","","NOT_AVAILABLE","[""product"",""inspection"",""technical""]","","False","product_selection","unknown","False","-","{}","True","","","","False","True","False","False","True","True","True","4,5","DOMAIN_MISMATCH;INTENT_MISMATCH;RESEARCH_MISMATCH","False"
