"test_id","source_row","test_category","question","request_ok","request_attempts","latency_ms","request_error","expected_query_class","actual_query_class","query_class_score_status","query_class_pass","expected_domains","actual_primary_domain","actual_domains","domain_score_status","domain_pass","expected_intent","actual_intent","intent_score_status","intent_pass","expected_entities","actual_entities","entity_score_status","entity_pass","missing_entities","mismatched_entities","unexpected_entities","expected_research","actual_research","research_score_status","research_pass","expected_clarification","actual_clarification","clarification_score_status","clarification_pass","failure_class","overall_pass"
"77","81","org","Wie moet ik bellen bij een internetstoring?","True","1","3,8","","BUSINESS","","NOT_AVAILABLE",,"[""org""]","","","NOT_AVAILABLE",,"org_lookup","unknown","SCORED","False","-","{}","NOT_AVAILABLE",,"","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"78","82","org","Wie behandelt leverancierscontacten binnen Promati?","True","1","5,1","","BUSINESS","","NOT_AVAILABLE",,"[""org""]","","","NOT_AVAILABLE",,"org_lookup","unknown","SCORED","False","-","{}","NOT_AVAILABLE",,"","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"79","83","org","Welke vestigingen heeft Promati?","True","1","60,3","","BUSINESS","","NOT_AVAILABLE",,"[""org""]","org","org","SCORED","True","org_lookup","org_lookup","SCORED","True","-","{}","NOT_AVAILABLE",,"","","","false","False","SCORED","True","false","False","SCORED","True","PASS","True"
"80","84","org","Vergelijk de verantwoordelijkheden in Breda en Maldegem.","True","1","4,6","","BUSINESS","","NOT_AVAILABLE",,"[""org""]","","","NOT_AVAILABLE",,"org_lookup","unknown","SCORED","False","comparison_scope=Breda,Maldegem","{}","SCORED","False","comparison_scope","","","false","False","SCORED","True","true","True","SCORED","True","INTENT_MISMATCH;ENTITY_MISMATCH","False"
"81","86","rfq","Zoek RFQ RFQ-2026-001.","True","1","3,9","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_lookup","unknown","SCORED","False","rfq_id=RFQ-2026-001","{}","SCORED","False","rfq_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"82","87","rfq","Wat is de status van RFQ RFQ-2026-001?","True","1","4,6","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_status","unknown","SCORED","False","rfq_id=RFQ-2026-001","{}","SCORED","False","rfq_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"83","88","rfq","Is RFQ RFQ-2026-001 klaar om naar de leverancier te sturen?","True","1","4,3","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_readiness","unknown","SCORED","False","rfq_id=RFQ-2026-001","{}","SCORED","False","rfq_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"84","89","rfq","Welke risico's zitten in RFQ RFQ-2026-001?","True","1","4,2","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_risk","unknown","SCORED","False","rfq_id=RFQ-2026-001","{}","SCORED","False","rfq_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"85","90","rfq","Geef de engineering review van RFQ RFQ-2026-001.","True","1","4","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_engineering_review","unknown","SCORED","False","rfq_id=RFQ-2026-001","{}","SCORED","False","rfq_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"86","91","rfq","Toon de timeline van RFQ RFQ-2026-001.","True","1","3,6","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_timeline","unknown","SCORED","False","rfq_id=RFQ-2026-001","{}","SCORED","False","rfq_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"87","92","rfq","Welke leveranciercontext is er bij RFQ RFQ-2026-001?","True","1","4,8","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_supplier_context","unknown","SCORED","False","rfq_id=RFQ-2026-001","{}","SCORED","False","rfq_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"88","93","rfq","Toon positie 3 van RFQ RFQ-2026-001.","True","1","4,2","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_position_lookup","unknown","SCORED","False","rfq_id=RFQ-2026-001|position_id=3","{}","SCORED","False","rfq_id; position_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"89","94","rfq","Zoek vergelijkbare RFQ's voor deze trommel.","True","1","3,7","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_lookup","unknown","SCORED","False","-","{}","NOT_AVAILABLE",,"","","","false","False","SCORED","True","true","True","SCORED","True","INTENT_MISMATCH","False"
"90","95","rfq","Vergelijk RFQ RFQ-2026-001 met RFQ RFQ-2026-002.","True","1","4,7","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_compare","unknown","SCORED","False","rfq_ids=RFQ-2026-001,RFQ-2026-002","{}","SCORED","False","rfq_ids","","","true","False","SCORED","False","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"91","96","rfq","Welk lagertype staat bij positie 2 van RFQ RFQ-2026-001?","True","1","5,4","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_position_lookup","unknown","SCORED","False","rfq_id=RFQ-2026-001|position_id=2","{}","SCORED","False","rfq_id; position_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"92","97","rfq","Welk rubbermateriaal is opgegeven in RFQ RFQ-2026-001?","True","1","4,2","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_lookup","unknown","SCORED","False","rfq_id=RFQ-2026-001","{}","SCORED","False","rfq_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"93","98","rfq","Welke specificaties ontbreken nog in RFQ RFQ-2026-001?","True","1","4,5","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_readiness","unknown","SCORED","False","rfq_id=RFQ-2026-001","{}","SCORED","False","rfq_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"94","99","rfq","Welke documenten zitten aan RFQ RFQ-2026-001?","True","1","4,5","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_lookup","unknown","SCORED","False","rfq_id=RFQ-2026-001","{}","SCORED","False","rfq_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"95","100","rfq","Wat is uit de tekening van positie 1 gehaald?","True","1","4,4","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_position_lookup","unknown","SCORED","False","position_id=1","{}","SCORED","False","position_id","","","false","False","SCORED","True","true","True","SCORED","True","INTENT_MISMATCH;ENTITY_MISMATCH","False"
"96","101","rfq","Welke levertijd en prijs heeft de leverancier voor RFQ RFQ-2026-001 opgegeven?","True","1","4,3","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_supplier_context","unknown","SCORED","False","rfq_id=RFQ-2026-001","{}","SCORED","False","rfq_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"97","102","rfq","Geef mij de PDF-link van RFQ RFQ-2026-001 in het Duits.","True","1","4,6","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_pdf_link","unknown","SCORED","False","rfq_id=RFQ-2026-001|language=de","{}","SCORED","False","rfq_id; language","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"98","103","rfq","Maak een nieuwe RFQ voor een aandrijftrommel.","True","1","4,6","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_write_request","unknown","SCORED","False","-","{}","NOT_AVAILABLE",,"","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
"99","104","rfq","Verander de status van RFQ RFQ-2026-001 naar verzonden.","True","1","4,1","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_write_request","unknown","SCORED","False","rfq_id=RFQ-2026-001","{}","SCORED","False","rfq_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"100","105","rfq","Verwijder RFQ RFQ-2026-001.","True","1","3,9","","BUSINESS","","NOT_AVAILABLE",,"[""rfq""]","","","NOT_AVAILABLE",,"rfq_write_request","unknown","SCORED","False","rfq_id=RFQ-2026-001","{}","SCORED","False","rfq_id","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"101","107","diagnostics","Geef een systeemdiagnose.","True","1","8,5","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","diagnostics","diagnostics","SCORED","True","diagnostics_overview","diagnostics_overview","SCORED","True","diagnostics_domain=system","{}","SCORED","False","diagnostics_domain","","","false","False","SCORED","True","false","False","SCORED","True","ENTITY_MISMATCH","False"
"102","108","diagnostics","Hoeveel API-routes zijn geladen?","True","1","15,8","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","diagnostics","diagnostics","SCORED","True","diagnostics_overview","diagnostics_overview","SCORED","True","diagnostics_domain=system","{}","SCORED","False","diagnostics_domain","","","false","False","SCORED","True","false","False","SCORED","True","ENTITY_MISMATCH","False"
"103","109","diagnostics","Is de database bereikbaar?","True","1","10,8","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","diagnostics","diagnostics","SCORED","True","diagnostics_overview","diagnostics_overview","SCORED","True","diagnostics_domain=database","{}","SCORED","False","diagnostics_domain","","","false","False","SCORED","True","false","False","SCORED","True","ENTITY_MISMATCH","False"
"104","110","diagnostics","Controleer de health van vw_meshoogte_latest_per_scraper_clean.","True","1","111,1","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","diagnostics","inspection;diagnostics","SCORED","True","diagnostics_view_health","diagnostics_overview","SCORED","False","diagnostics_object=vw_meshoogte_latest_per_scraper_clean","{""diagnostics_objects"":""vw_meshoogte_latest_per_scraper_clean""}","SCORED","False","diagnostics_object","","diagnostics_objects","false","False","SCORED","True","false","False","SCORED","True","INTENT_MISMATCH;ENTITY_MISMATCH","False"
"105","111","diagnostics","Welke dependencies heeft vw_mes_cycle_analysis_clean?","True","1","15,9","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","diagnostics","diagnostics","SCORED","True","diagnostics_view_dependencies","diagnostics_view_dependencies","SCORED","True","diagnostics_object=vw_mes_cycle_analysis_clean","{""diagnostics_objects"":""vw_mes_cycle_analysis_clean""}","SCORED","False","diagnostics_object","","diagnostics_objects","false","False","SCORED","True","false","False","SCORED","True","ENTITY_MISMATCH","False"
"106","112","diagnostics","Diagnoseer de inspectiepipeline.","True","1","111,3","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","diagnostics","inspection;diagnostics","SCORED","True","diagnostics_inspection_pipeline","diagnostics_overview","SCORED","False","diagnostics_domain=inspections","{}","SCORED","False","diagnostics_domain","","","false","False","SCORED","True","false","False","SCORED","True","INTENT_MISMATCH;ENTITY_MISMATCH","False"
"107","113","diagnostics","Toon de lineage van de inspectiedata.","True","1","1050,2","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","diagnostics","inspection;diagnostics","SCORED","True","diagnostics_inspection_lineage","diagnostics_inspection_lineage","SCORED","True","diagnostics_domain=inspections","{}","SCORED","False","diagnostics_domain","","","false","False","SCORED","True","false","False","SCORED","True","ENTITY_MISMATCH","False"
"108","114","diagnostics","Controleer de gezondheid van het assetmodel.","True","1","3,3","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","","","NOT_AVAILABLE",,"diagnostics_asset_model_health","unknown","SCORED","False","diagnostics_domain=inspections","{}","SCORED","False","diagnostics_domain","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"109","115","diagnostics","Vergelijk RAG, API en SQL voor de productketen.","True","1","12,2","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","diagnostics","diagnostics","SCORED","True","diagnostics_cross_source","diagnostics_cross_source","SCORED","True","diagnostics_domain=products","{}","SCORED","False","diagnostics_domain","","","true","False","SCORED","False","false","False","SCORED","True","ENTITY_MISMATCH;RESEARCH_MISMATCH","False"
"110","116","diagnostics","Controleer RAG, API en SQL voor de organisatieketen.","True","1","21,7","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","diagnostics","diagnostics","SCORED","True","diagnostics_cross_source","diagnostics_cross_source","SCORED","True","diagnostics_domain=org","{}","SCORED","False","diagnostics_domain","","","true","False","SCORED","False","false","False","SCORED","True","ENTITY_MISMATCH;RESEARCH_MISMATCH","False"
"111","117","diagnostics","Welke routes vallen onder HIGH_RISK_SQL?","True","1","1840,8","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","diagnostics","diagnostics","SCORED","True","diagnostics_overview","diagnostics_sql_deep_dive","SCORED","False","diagnostics_domain=system","{}","SCORED","False","diagnostics_domain","","","false","False","SCORED","True","false","False","SCORED","True","INTENT_MISMATCH;ENTITY_MISMATCH","False"
"112","118","diagnostics","Welke feature flags zijn momenteel geladen?","True","1","4,6","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","","","NOT_AVAILABLE",,"diagnostics_overview","unknown","SCORED","False","diagnostics_domain=system","{}","SCORED","False","diagnostics_domain","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"113","119","diagnostics","Ontbreekt een van de verplichte kernroutes?","True","1","3,9","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","","","NOT_AVAILABLE",,"diagnostics_overview","unknown","SCORED","False","diagnostics_domain=system","{}","SCORED","False","diagnostics_domain","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"114","120","diagnostics","Controleer de view definition van vw_band_scraper_api_v1.","True","1","10,4","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","diagnostics","diagnostics","SCORED","True","diagnostics_view_definition","diagnostics_view_definition","SCORED","True","diagnostics_object=vw_band_scraper_api_v1","{""diagnostics_objects"":""vw_band_scraper_api_v1""}","SCORED","False","diagnostics_object","","diagnostics_objects","false","False","SCORED","True","false","False","SCORED","True","ENTITY_MISMATCH","False"
"115","121","diagnostics","Waarom komen sommige inspectieregels niet in de clean view terecht?","True","1","64,4","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","inspection","inspection","SCORED","False","diagnostics_inspection_pipeline","inspection_lookup","SCORED","False","diagnostics_domain=inspections","{}","SCORED","False","diagnostics_domain","","","true","False","SCORED","False","false","False","SCORED","True","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH","False"
"116","122","diagnostics","Zoek mogelijke dubbele inspecties in de pipeline.","True","1","49,1","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","inspection","inspection","SCORED","False","diagnostics_inspection_pipeline","inspection_lookup","SCORED","False","diagnostics_domain=inspections","{}","SCORED","False","diagnostics_domain","","","false","False","SCORED","True","false","False","SCORED","True","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH","False"
"117","123","diagnostics","Controleer of bandcodes verkeerd worden geïnterpreteerd.","True","1","4,6","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","","","NOT_AVAILABLE",,"diagnostics_inspection_pipeline","unknown","SCORED","False","diagnostics_domain=inspections","{}","SCORED","False","diagnostics_domain","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"118","124","diagnostics","Waarom wordt AL5 als bandcode gezien?","True","1","4,8","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","","","NOT_AVAILABLE",,"diagnostics_overview","unknown","SCORED","False","diagnostics_domain=system","{""band_code"":""al5""}","SCORED","False","diagnostics_domain","","band_code","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;CLARIFICATION_MISMATCH","False"
"119","125","diagnostics","Controleer waarom de research-agent OpenAI niet aanroept.","True","1","5,2","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","","","NOT_AVAILABLE",,"diagnostics_overview","unknown","SCORED","False","diagnostics_domain=system","{}","SCORED","False","diagnostics_domain","","","true","False","SCORED","False","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"120","126","diagnostics","Analyseer de volledige route van vraag naar specialist en research.","True","1","41,4","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","","","NOT_AVAILABLE",,"diagnostics_cross_source","unknown","SCORED","False","diagnostics_domain=system","{}","SCORED","False","diagnostics_domain","","","true","False","SCORED","False","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"121","128","research","Waarom slijt de schraper op A319 zo snel en hangt dit samen met bandloop?","True","1","1104,2","","BUSINESS","","NOT_AVAILABLE",,"[""inspection"",""technical""]","inspection","inspection","SCORED","True","inspection_trend","inspection_lookup","SCORED","False","band_code=A319","{""band_code"":""a319"",""lijn_code"":""a319""}","SCORED","False","","","lijn_code","true","False","SCORED","False","false","False","SCORED","True","INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH","False"
"122","129","research","Onderzoek de historie van A319 en adviseer of we een ander type schraper moeten kiezen.","True","1","31616,7","","BUSINESS","","NOT_AVAILABLE",,"[""inspection"",""product""]","inspection","inspection","SCORED","True","inspection_trend","inspection_trend","SCORED","True","band_code=A319","{""band_code"":""a319""}","SCORED","True","","","","true","True","SCORED","True","false","False","SCORED","True","PASS","True"
"123","130","research","Vergelijk de slijtage van A319 met vergelijkbare installaties en geef mogelijke oorzaken.","True","1","705,4","","BUSINESS","","NOT_AVAILABLE",,"[""inspection"",""technical""]","inspection","inspection","SCORED","True","inspection_trend","inspection_trend","SCORED","True","band_code=A319","{""band_code"":""a319""}","SCORED","True","","","","true","False","SCORED","False","false","False","SCORED","True","RESEARCH_MISMATCH","False"
"124","131","research","Combineer meshoogtes, opmerkingen, vervangingen en bandconditie van A319.","True","1","1244,8","","BUSINESS","","NOT_AVAILABLE",,"[""inspection""]","inspection","inspection","SCORED","True","inspection_trend","inspection_lookup","SCORED","False","band_code=A319","{""band_code"":""a319""}","SCORED","True","","","","true","False","SCORED","False","false","False","SCORED","True","INTENT_MISMATCH;RESEARCH_MISMATCH","False"
"125","132","research","Waarom zijn de messen na vervanging opnieuw snel versleten?","True","1","65,1","","BUSINESS","","NOT_AVAILABLE",,"[""inspection"",""technical""]","inspection","inspection","SCORED","True","inspection_trend","inspection_lookup","SCORED","False","-","{}","NOT_AVAILABLE",,"","","","true","False","SCORED","False","true","False","SCORED","False","INTENT_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"126","133","research","Onderzoek welke schraper het beste past op A319 op basis van historie en materiaal.","True","1","27603,2","","BUSINESS","","NOT_AVAILABLE",,"[""inspection"",""product"",""technical""]","inspection","inspection","SCORED","True","product_selection","inspection_trend","SCORED","False","band_code=A319","{""band_code"":""a319"",""lijn_code"":""a319""}","SCORED","False","","","lijn_code","true","True","SCORED","True","false","False","SCORED","True","INTENT_MISMATCH;ENTITY_MISMATCH","False"
"127","134","research","Vergelijk BB-U en BB-R met de actuele problemen op A319.","True","1","969,5","","BUSINESS","","NOT_AVAILABLE",,"[""product"",""inspection""]","product","product","SCORED","True","product_selection","product_selection","SCORED","True","band_code=A319|family_codes=BB-U,BB-R","{""family_code"":""bb-u"",""band_code"":""a319"",""lijn_code"":""a319""}","SCORED","False","family_codes","","family_code; lijn_code","true","False","SCORED","False","false","False","SCORED","True","ENTITY_MISMATCH;RESEARCH_MISMATCH","False"
"128","135","research","Analyseer of nat materiaal samenhangt met de verhoogde slijtage op A319.","True","1","24613,1","","BUSINESS","","NOT_AVAILABLE",,"[""inspection"",""technical""]","inspection","inspection","SCORED","True","inspection_trend","inspection_trend","SCORED","True","band_code=A319","{""band_code"":""a319"",""lijn_code"":""a319""}","SCORED","False","","","lijn_code","true","True","SCORED","True","false","False","SCORED","True","ENTITY_MISMATCH","False"
"129","136","research","Onderzoek of de inspectiefrequentie op A319 voldoende is gezien de slijtagehistorie.","True","1","338,9","","BUSINESS","","NOT_AVAILABLE",,"[""inspection""]","inspection","inspection","SCORED","True","inspection_trend","inspection_trend","SCORED","True","band_code=A319","{""band_code"":""a319"",""lijn_code"":""a319""}","SCORED","False","","","lijn_code","true","False","SCORED","False","false","False","SCORED","True","ENTITY_MISMATCH;RESEARCH_MISMATCH","False"
"130","137","research","Geef een volledige onderhoudsanalyse van A319 inclusief forecast en risico.","True","1","338,8","","BUSINESS","","NOT_AVAILABLE",,"[""inspection""]","inspection","inspection","SCORED","True","maintenance_priority","maintenance_priority","SCORED","True","band_code=A319","{""band_code"":""a319""}","SCORED","True","","","","true","False","SCORED","False","false","False","SCORED","True","RESEARCH_MISMATCH","False"
"131","138","research","Vergelijk de actuele schraperconfiguratie met de historische vervangingen op A319.","True","1","1089,7","","BUSINESS","","NOT_AVAILABLE",,"[""inspection""]","inspection","inspection","SCORED","True","inspection_trend","inspection_latest","SCORED","False","band_code=A319","{""band_code"":""a319"",""lijn_code"":""a319""}","SCORED","False","","","lijn_code","true","False","SCORED","False","false","False","SCORED","True","INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH","False"
"132","139","research","Waarom heeft lijn GSL meer onderhoudsacties dan de andere lijnen?","True","1","1395,9","","BUSINESS","","NOT_AVAILABLE",,"[""inspection"",""technical""]","inspection","inspection","SCORED","True","inspection_trend","maintenance_priority","SCORED","False","lijn_code=GSL","{""lijn_code"":""gsl"",""scope_code"":""gsl"",""scope_type"":""area"",""area_code"":""gsl""}","SCORED","False","","","scope_code; scope_type; area_code","true","False","SCORED","False","false","False","SCORED","True","INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH","False"
"133","140","research","Onderzoek of scheefloop, vervuiling en trommelproblemen samen de slijtage verklaren.","True","1","63,2","","BUSINESS","","NOT_AVAILABLE",,"[""inspection"",""technical""]","inspection","inspection","SCORED","True","inspection_trend","inspection_trend","SCORED","True","-","{}","NOT_AVAILABLE",,"","","","true","False","SCORED","False","true","False","SCORED","False","RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"134","141","research","Analyseer BB-U versus BB-R voor nat, abrasief materiaal en hoge carryback.","True","1","33137,6","","BUSINESS","","NOT_AVAILABLE",,"[""product"",""technical""]","product","product","SCORED","True","product_selection","product_lookup","SCORED","False","family_codes=BB-U,BB-R","{""family_code"":""bb-u""}","SCORED","False","family_codes","","family_code","true","True","SCORED","True","false","False","SCORED","True","INTENT_MISMATCH;ENTITY_MISMATCH","False"
"135","142","research","Vergelijk CEMA, Dunlop en onze actuele technische context voor deze transportband.","True","1","428","","BUSINESS","","NOT_AVAILABLE",,"[""technical""]","technical","technical","SCORED","True","technical_lookup","technical_lookup","SCORED","True","-","{}","NOT_AVAILABLE",,"","","","true","False","SCORED","False","true","False","SCORED","False","RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"136","143","research","Onderzoek de engineeringrisico's van RFQ RFQ-2026-001 en vergelijk met eerdere RFQ's.","True","1","45,1","","BUSINESS","","NOT_AVAILABLE",,"[""rfq"",""technical""]","","","NOT_AVAILABLE",,"rfq_risk","unknown","SCORED","False","rfq_id=RFQ-2026-001","{}","SCORED","False","rfq_id","","","true","False","SCORED","False","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"137","144","research","Controleer of de productinformatie uit SQL en RAG elkaar tegenspreekt voor BB-U.","True","1","1098,5","","BUSINESS","","NOT_AVAILABLE",,"[""diagnostics"",""product""]","diagnostics","product;diagnostics","SCORED","True","diagnostics_cross_source","diagnostics_sql_deep_dive","SCORED","False","family_code=BB-U","{""family_code"":""bb-u""}","SCORED","True","","","","true","False","SCORED","False","false","False","SCORED","True","INTENT_MISMATCH;RESEARCH_MISMATCH","False"
"138","145","research","Analyseer waarom de router productvragen soms als inspectievraag ziet.","True","1","37020,1","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","inspection","inspection","SCORED","False","diagnostics_overview","inspection_lookup","SCORED","False","diagnostics_domain=system","{}","SCORED","False","diagnostics_domain","","","true","True","SCORED","True","false","False","SCORED","True","DOMAIN_MISMATCH;INTENT_MISMATCH;ENTITY_MISMATCH","False"
"139","146","research","Onderzoek waarom complexe vragen geen OpenAI-call veroorzaken.","True","1","50,8","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics""]","","","NOT_AVAILABLE",,"diagnostics_overview","unknown","SCORED","False","diagnostics_domain=system","{}","SCORED","False","diagnostics_domain","","","true","False","SCORED","False","false","True","SCORED","False","INTENT_MISMATCH;ENTITY_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"140","147","research","Voer een uitgebreide analyse uit van routing, specialistresultaten, evidence en research voor A319.","True","1","4,6","","SYSTEM_META","","NOT_AVAILABLE",,"[""diagnostics"",""inspection""]","","","NOT_AVAILABLE",,"diagnostics_cross_source","unknown","SCORED","False","band_code=A319","{""band_code"":""a319""}","SCORED","True","","","","true","False","SCORED","False","false","True","SCORED","False","INTENT_MISMATCH;RESEARCH_MISMATCH;CLARIFICATION_MISMATCH","False"
"141","149","false_positive","Ik werk hier al 5 maanden aan.","True","1","4,6","","CONVERSATIONAL","","NOT_AVAILABLE",,"[""none""]","","","NOT_AVAILABLE",,"none","unknown","SCORED","False","NO_band_code","{""band_code"":""al5""}","NOT_AVAILABLE",,"","","","false","False","SCORED","True","false","True","SCORED","False","INTENT_MISMATCH;CLARIFICATION_MISMATCH","False"
